desarrollador,oferta,fuente,localidad,precio_min,precio_max,fecha_consulta,lat,lon,precio,mts_const,direccion,bathrooms,recamaras,colonia,size,descripcion,superficie,colloc,precio_m2
,remato casa en colonia montebello,metros_cubicos,montebello,,,2024-03-16 21:06:01.279679,,,1620000.0,,,,7.0,,5.0,,,montebello,
,casa en venta en merida temozon norte mod. arenna lista.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,6249000.0,,,,4.0,,3.0,,,,
,hermosa casa en venta invierte en tu patrimonio y el de tu familia   c. 18b 270 col. altabrisa 97130 merida yuc.,metros_cubicos,altabrisa,,,2024-03-16 21:06:01.279679,,,1770000.0,,,,2.0,,3.0,,,altabrisa,
,casa en venta en merida playa telchac tipo villa en azul telchac mayo 2023.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,10450000.0,,,,3.0,,3.0,,,,
,casa en venta 13b gran santa fe merida recuperacion bancaria laab1,metros_cubicos,gran santa fe,,,2024-03-16 21:06:01.279679,,,1470000.0,,,,3.0,,3.0,,,gran santa fe,
,pequena casa en merida,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,281000.0,,,,1.0,,2.0,,,,
,hermosa casa en venta cerca de complejo deportivo kukulcan ultimas oportunidades,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,1080000.0,,,,2.0,,3.0,,,,
,casa en ventas fracc las americas ii od,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,650000.0,,,,2.0,,3.0,,,,
,casa en venta merida ag,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,409773.0,,,,1.0,,2.0,,,,
,casa en venta en merida country club privada kutz,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,7600000.0,,,,3.0,,3.0,,,,
,en venta espectacular casa en tumin en el yucatan country  c,metros_cubicos,yucatan country club,,,2024-03-16 21:06:01.279679,,,13900000.0,,,,5.0,,4.0,,,yucatan country club,
,bonita casa en venta excelente oportunidad de inversion   c. 97 791 manzana 115 97267 merida yuc.,metros_cubicos,manzana 115,,,2024-03-16 21:06:01.279679,,,396000.0,,,,1.0,,3.0,,,manzana 115,
,aprovecha esta oportunidad  bonita casa en venta  c. 78 679 san antonio xluch ii 97290 merida yuc.,metros_cubicos,san antonio xluch ii,,,2024-03-16 21:06:01.279679,,,805000.0,,,,2.0,,3.0,,,san antonio xluch ii,
,casa en venta en real montejo en merida,metros_cubicos,real montejo,,,2024-03-16 21:06:01.279679,,,3058005.0,,,,3.0,,3.0,,,real montejo,
,casa colibri en venta en el centro,metros_cubicos,merida centro,,,2024-03-16 21:06:01.279679,,,9000000.0,,,,1.0,,2.0,,,merida centro,
,casa en venta merida privada amanha yucatan country club entrega inmediata,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,17766481.0,,,,4.0,,3.0,,,,
,venta casa col altabrisa merida pag,metros_cubicos,altabrisa,,,2024-03-16 21:06:01.279679,,,1132295.0,,,,2.0,,3.0,,,altabrisa,
,casa en venta gran sta fe merida recuperacion bancaria laab1,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,1470257.0,,,,3.0,,3.0,,,,
,casa en venta excelente oportunidad de inversion,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,779347.0,,,,3.0,,4.0,,,,
,venta casa 3 recamaras y roof top en paseo country,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,7000000.0,,,,4.0,,3.0,,,,
,casa lujosa en venta en centro historico merida remodelada,metros_cubicos,merida centro,,,2024-03-16 21:06:01.279679,,,28000000.0,,,,6.0,,5.0,,,merida centro,
,increible oportunidad de inversion aprovecha hermosa casa  plaza patio merida,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,880000.0,,,,2.0,,3.0,,,,
,casa en venta en merida cholul en ayrea tipo th equipados entrega inmediata,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,2590000.0,,,,2.0,,2.0,,,,
,casa en venta merida privada soluna modelo aurora entrega inmediata.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,19500000.0,,,,5.0,,4.0,,,,
,casas en venta de 1 y 2 plantas merida mexico,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,1384000.0,,,,2.0,,2.0,,,,
,elegante vivienda al norte de merida entre cholul y conkal,metros_cubicos,cholul,,,2024-03-16 21:06:01.279679,,,2460000.0,,,,1.0,,2.0,,,cholul,
,casa 31 amueblada en venta en residencial zentura en cholul,metros_cubicos,cholul,,,2024-03-16 21:06:01.279679,,,7000000.0,,,,5.0,,5.0,,,cholul,
,venta de casa en calle 47 centro merida. oe,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,990000.0,,,,2.0,,2.0,,,,
,en venta casa con 3 recamaras cerca de parque azcorra kiwik increible precio aprovecha,metros_cubicos,azcorra,,,2024-03-16 21:06:01.279679,,,850000.0,,,,2.0,,3.0,,,azcorra,
,excelente compra de casa  en merida catser,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,1386000.0,,,,3.0,,4.0,,,,
,casa de una planta en venta en merida modelo arena en grand real dzitya,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,4250000.0,,,,4.0,,3.0,,,,
,venta de casa en centro merida,metros_cubicos,merida centro,,,2024-03-16 21:06:01.279679,,,10300000.0,,,,3.0,,3.0,,,merida centro,
,casa en temozon norte,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,21500000.0,,,,4.0,,3.0,,,,
,casa en venta en merida san ramon norte entrega inmediata.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,32000000.0,,,,7.0,,4.0,,,,
,casa en venta merida privada nortemerida entrega inmediata,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,9900000.0,,,,4.0,,4.0,,,,
,casa en venta las americas merida   lsp,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,637057.0,,,,2.0,,3.0,,,,
,oprtunidad casa en venta 74c gran sta fe merida rec bancaria laab1,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,1841057.0,,,,3.0,,4.0,,,,
,casa en venta de 5 recamaras en privada el triunfo santa ge,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,4350000.0,,,,4.0,,5.0,,,,
,venta casa nortemerida,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,10490000.0,,,,5.0,,4.0,,,,
,casa en venta merida privada oasis residencial mod. 200 mayo 2024,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,2968000.0,,,,4.0,,3.0,,,,
,casa en venta en merida privada soluna orion privillege preventa,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,5257102.0,,,,4.0,,3.0,,,,
,casa en venta en merida country club privada oasis,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,12900000.0,,,,5.0,,4.0,,,,
,casa en venta merida centro barrio san cristobal modelo flamingo lista.,metros_cubicos,merida centro,,,2024-03-16 21:06:01.279679,,,5000000.0,,,,2.0,,3.0,,,merida centro,
,bonita casa en venta invierte en tu patrimonio y el de tu familia con esta oportunidad   c. 21 474 lazaro cardenas 97219 merida yuc.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,650000.0,,,,1.0,,3.0,,,,
,casa en venta merida cholul modelo chukum entrega inmediata.,metros_cubicos,cholul,,,2024-03-16 21:06:01.279679,,,3650000.0,,,,4.0,,3.0,,,cholul,
,casa en venta merida privada palta 152 modelo loft entrega inmediata,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,2800000.0,,,,3.0,,2.0,,,,
,casa en venta merida dzitya modelo mirova de 1 planta lista.,metros_cubicos,dzitya,,,2024-03-16 21:06:01.279679,,,5500000.0,,,,4.0,,4.0,,,dzitya,
,casa en venta en merida  dzitya  prana mod. tho equipada noviembre 2023.,metros_cubicos,dzitya,,,2024-03-16 21:06:01.279679,,,7995000.0,,,,6.0,,4.0,,,dzitya,
,casa 1p en venta en benito juarez norte,metros_cubicos,benito juarez nte,,,2024-03-16 21:06:01.279679,,,10950000.0,,,,2.0,,3.0,,,benito juarez norte,
,casa  en venta  san antonio cinta  merida,metros_cubicos,san antonio cinta,,,2024-03-16 21:06:01.279679,,,8000000.0,,,,5.0,,4.0,,,san antonio cinta,
,casa en venta en el centro de merida en santiago,metros_cubicos,merida centro,,,2024-03-16 21:06:01.279679,,,8000000.0,,,,3.0,,2.0,,,merida centro,
,venta de casa en calle 14 paraiso maya merida. oe,metros_cubicos,paraiso maya,,,2024-03-16 21:06:01.279679,,,647000.0,,,,1.0,,3.0,,,paraiso maya,
,casa en venta estilo colonial en el centro de merida,metros_cubicos,merida centro,,,2024-03-16 21:06:01.279679,,,850000.0,,,,3.0,,3.0,,,merida centro,
,casa aurora en venta en privada residencial en temozon norte,metros_cubicos,temozon norte,,,2024-03-16 21:06:01.279679,,,19500000.0,,,,4.0,,4.0,,,temozon norte,
,venta de casona en zona de paseo de montejo,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,10300000.0,,,,3.0,,3.0,,,,
,se vende casa en las americas . merida.,metros_cubicos,las americas,,,2024-03-16 21:06:01.279679,,,1750000.0,,,,1.0,,2.0,,,las americas,
,casa en venta c. 25 312 benito juarez merida recuperacion bancaria laab1,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,1197757.0,,,,2.0,,3.0,,,,
,residencia en el corazon del norte de merida un refugio de lujo y tradicion en itzimna,metros_cubicos,del norte,,,2024-03-16 21:06:01.279679,,,11500000.0,,,,3.0,,3.0,,,del norte,
,casa en venta en merida country club privada oasis,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,17500000.0,,,,5.0,,4.0,,,,
,casa en venta merida privada oasis residencial mod. 225 entrega inmediata,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3368000.0,,,,4.0,,3.0,,,,
,casa en venta en merida privada macora 86 modelo s 2da etapa 13 meses.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3430000.0,,,,3.0,,2.0,,,,
,casa 2 recamaras en merida zona norte las americas,metros_cubicos,las americas,,,2024-03-16 21:06:01.279679,,,1548000.0,,,,1.0,,2.0,,,las americas,
,casa en  exclusivo condominio en altabrisa al norte de merida,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,14500000.0,,,,4.0,,4.0,,,,
,se vende casa en privada al norte de merida,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3875000.0,,,,3.0,,3.0,,,,
,casa en venta en merida privada rocio country living modelo 1 planta agosto 23,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,5990000.0,,,,3.0,,3.0,,,,
,venta de casa en calle 6 jardines de vista alegre ii merida. oe,metros_cubicos,jardines de vista alegre,,,2024-03-16 21:06:01.279679,,,1200000.0,,,,2.0,,4.0,,,jardines de vista alegre,
,casa en residencial montecristo,metros_cubicos,montecristo,,,2024-03-16 21:06:01.279679,,,9300000.0,,,,3.0,,3.0,,,montecristo,
,hermosa casa en margaritas cholul,metros_cubicos,cholul,,,2024-03-16 21:06:01.279679,,,10000000.0,,,,4.0,,4.0,,,cholul,
,casa en venta merida privada maruva modelo villa junio 2023.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,2544444.0,,,,2.0,,2.0,,,,
,casa en venta merida fraccionamiento dzitya 8 marzo  2024.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3800000.0,,,,3.0,,3.0,,,,
,casa en venta merida chacte residencial modelo c 1 planta junio 2023.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,5845000.0,,,,4.0,,3.0,,,,
,casa in vendita a la ceiba golf club completamente arredata,metros_cubicos,club de golf la ceiba,,,2024-03-16 21:06:01.279679,,,26000000.0,,,,5.0,,5.0,,,club de golf la ceiba,
,bonita casa en venta invierte en tu patrimonio y el de tu familia   c. 22 98 d chuburna de hidalgo 97205 merida yuc.,metros_cubicos,chuburna de hidalgo,,,2024-03-16 21:06:01.279679,,,1000000.0,,,,1.0,,3.0,,,chuburna de hidalgo,
,dzitya casa en venta con excelentes espacios,metros_cubicos,dzitya,,,2024-03-16 21:06:01.279679,,,6350000.0,,,,5.0,,3.0,,,dzitya,
,casa en venta privada norte de merida,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,7915000.0,,,,5.0,,4.0,,,,
,casa en venta merida country club xtacay entrega inmediata,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,22600000.0,,,,4.0,,4.0,,,,
,casa en venta merida privada th sauces dieciseis etapa 1  listo.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,2590000.0,,,,2.0,,2.0,,,,
,casa en venta en merida en privada lum terra villa con piscina agosto 2023.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3495000.0,,,,3.0,,3.0,,,,
,townhouse premium en venta en sauces dieciseis en cholul,metros_cubicos,cholul,,,2024-03-16 21:06:01.279679,,,2590000.0,,,,2.0,,3.0,,,cholul,
,linda y acogedora casa oportunidad francisco de montejo ii merida gjrl,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,955000.0,,,,2.0,,2.0,,,,
,gran oportuindad bonita casa en venta   calle 14 244 vista alegre nte 97130 merida yuc.,metros_cubicos,vista alegre,,,2024-03-16 21:06:01.279679,,,1100000.0,,,,2.0,,3.0,,,vista alegre,
,casa con un gran jardin para disfrutar del aire libre.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,693000.0,,,,2.0,,3.0,,,,
,gran oportunidad bonita casa en venta   calle 5 282 campestre 97120 merida yuc.,metros_cubicos,campestre,,,2024-03-16 21:06:01.279679,,,2872000.0,,,,3.0,,4.0,,,campestre,
,casa en venta al norte de merida lujo y privacidad,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,12500000.0,,,,5.0,,3.0,,,,
,casa en venta yucatan country club privada yucatan country club 242132. n.c,metros_cubicos,yucatan country club,,,2024-03-16 21:06:01.279679,,,17000005.0,,,,5.0,,4.0,,,yucatan country club,
,compra esta espectacular casa nueva en el country club,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,16500000.0,,,,4.0,,3.0,,,,
,exclusiva casa en el yucatan country club de 4 recamaras,metros_cubicos,yucatan country club,,,2024-03-16 21:06:01.279679,,,17500000.0,,,,6.0,,4.0,,,yucatan country club,
,casa en venta merida privada palta 152 modelo e mayo 24,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,4180000.0,,,,5.0,,4.0,,,,
,casa en venta en merida temozon norte privada soluna  sep. 2023,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,5450000.0,,,,5.0,,3.0,,,,
,casa en venta merida privada oasis residencial mod. 195 mayo 2024,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,2908000.0,,,,4.0,,3.0,,,,
,venta de villas en merida privada.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,2290000.0,,,,2.0,,2.0,,,,
,casa en venta privada fiora cholul,metros_cubicos,cholul,,,2024-03-16 21:06:01.279679,,,4715000.0,,,,3.0,,3.0,,,cholul,
,casa en venta san ramon norte merida,metros_cubicos,san ramon norte,,,2024-03-16 21:06:01.279679,,,6500000.0,,,,4.0,,4.0,,,san ramon norte,
,la casa de tus suenos al alcance de tu mano.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,693000.0,,,,2.0,,4.0,,,,
,venta  casa en real montejo,metros_cubicos,real montejo,,,2024-03-16 21:06:01.279679,,,5300000.0,,,,4.0,,4.0,,,real montejo,
,casa en venta al norte de merida en  temozon norte,metros_cubicos,temozon norte,,,2024-03-16 21:06:01.279679,,,6699000.0,,,,3.0,,3.0,,,temozon norte,
,casa en venta sodzil norte,metros_cubicos,sodzil norte,,,2024-03-16 21:06:01.279679,,,4850000.0,,,,2.0,,3.0,,,sodzil norte,
,casa de una planta en venta en merida en privada la rejoyada komchen,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,6500000.0,,,,4.0,,3.0,,,,
,casa en venta merida privada unica living lote 14 enero 2024.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,6600000.0,,,,4.0,,4.0,,,,
,casa en temozon norte,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,5350000.0,,,,4.0,,3.0,,,,
,casa en venta merida privada amanha yucatan country club entrega inmediata,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,14507484.0,,,,3.0,,2.0,,,,
,casa en pre venta en soluna en privada orion al norte de me,metros_cubicos,temozon norte,,,2024-03-16 21:06:01.279679,,,6217108.0,,,,3.0,,3.0,,,temozon norte,
,casa en venta en temozon merida lujo,metros_cubicos,temozon norte,,,2024-03-16 21:06:01.279679,,,6049000.0,,,,4.0,,4.0,,,temozon norte,
,casa en venta en merida en privada soluna temozon norte,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,19500000.0,,,,4.0,,4.0,,,,
,casa en venta merida centro barrio santa ana casa colibri entrega inmediata.,metros_cubicos,merida centro,,,2024-03-16 21:06:01.279679,,,9000000.0,,,,1.0,,2.0,,,merida centro,
,casa en venta en merida modelo b plus de 4 recamaras en noroasis temozon norte,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,6700000.0,,,,4.0,,4.0,,,,
,casas en venta en privada boreana cholul  norte de merida,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3490000.0,,,,2.0,,2.0,,,,
,casa en venta merida montecristo una planta entrega inmediata,metros_cubicos,montecristo,,,2024-03-16 21:06:01.279679,,,13400000.0,,,,4.0,,4.0,,,montecristo,
,casa en venta en merida xcanatun en laja residencial mod. hun dic 2022.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3890000.0,,,,2.0,,2.0,,,,
,casa en yucatan country club,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,12900000.0,,,,5.0,,3.0,,,,
,casa en venta merida privada las margaritas 190 mod b  agosto 2023,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,5018000.0,,,,6.0,,5.0,,,,
,casa en venta en merida centro la ermita mod. mariposa mayo 2023.,metros_cubicos,merida centro,,,2024-03-16 21:06:01.279679,,,6900000.0,,,,3.0,,3.0,,,merida centro,
,casa en venta en merida xcanatun en laja residencial mod. kab dic 2022.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,4790000.0,,,,4.0,,3.0,,,,
,casa en venta merida privada oasis residencial mod. 220 entrega inmediata,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3288000.0,,,,4.0,,3.0,,,,
,casa en venta merida privada fiora residencial lista.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,4100000.0,,,,4.0,,3.0,,,,
,casa en venta merida privada varena modelo 4 habitaciones entrega inmediata.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,5849000.0,,,,4.0,,4.0,,,,
,venta de casona con 3 recamaras en el barrio de santa ana,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,10300000.0,,,,3.0,,3.0,,,,
,hermosa quinta tipo hacienda,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,4550000.0,,,,2.0,,2.0,,,,
,casa en venta villas la hacienda merida am,metros_cubicos,villas la hacienda,,,2024-03-16 21:06:01.279679,,,650000.0,,,,2.0,,3.0,,,villas la hacienda,
,casa en venta  merida country club privada oasis entrega inmediata,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,17500000.0,,,,6.0,,4.0,,,,
,hermosa casa en merida nueva sambula catser,metros_cubicos,sambula,,,2024-03-16 21:06:01.279679,,,3348000.0,,,,3.0,,5.0,,,sambula,
,casa en venta  merida country club privada oasis entrega inmediata,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,14950000.0,,,,5.0,,3.0,,,,
,casa en venta en merida estilo colonial contemporaneo en privada nortemerida komchen,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,15000000.0,,,,4.0,,3.0,,,,
,casa de inspiracion artistica en temozon norte,metros_cubicos,temozon norte,,,2024-03-16 21:06:01.279679,,,6900000.0,,,,3.0,,3.0,,,temozon norte,
,casa en venta merida privada palta 152 modelo d2 abril 2024,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3990000.0,,,,4.0,,3.0,,,,
,casa en venta en merida,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,5116000.0,,,,4.0,,4.0,,,,
,casa moderna en venta en  cholul al norte de merida,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,7750000.0,,,,4.0,,4.0,,,,
,casa tipo townhouse en  city homes  chuburna merida,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,2800000.0,,,,2.0,,2.0,,,,
,bonita casa en venta invierte en tu futuro y aprovecha esta oportundad   c. 121 775 los heroes 97306 yuc.,metros_cubicos,los heroes,,,2024-03-16 21:06:01.279679,,,900000.0,,,,1.0,,3.0,,,los heroes,
,de oportunidad casa en venta en cholul al norte de merida,metros_cubicos,cholul,,,2024-03-16 21:06:01.279679,,,3450000.0,,,,4.0,,3.0,,,cholul,
,casa en venta en merida en privada paseo country zona country club,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,8150000.0,,,,4.0,,3.0,,,,
,casa en venta en el norte de merida en conkal en privada model d,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,2970000.0,,,,2.0,,3.0,,,,
,casa en venta en merida conkal  en privada con amenidades mod b,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,2770000.0,,,,2.0,,3.0,,,,
,casa crecamara en planta baja en privada norte de merida dentro de periferico,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,7150000.0,,,,4.0,,4.0,,,,
,townhouse en venta en chuburna al norte de merida,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,2813642.0,,,,2.0,,2.0,,,,
,townhouses en venta al norte de merida de 2 recamaras .,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3780000.0,,,,2.0,,2.0,,,,
,casa en venta merida privada unica living junio 2023,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,8500000.0,,,,4.0,,3.0,,,,
,casa en venta meridatemozon nte  oku urban homes lista,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,4100000.0,,,,4.0,,3.0,,,,
,casa en venta merida privada palta 152 modelo f oct 2023,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,4030000.0,,,,5.0,,4.0,,,,
,casa en venta en merida montes de ame ma kan septiembre 2023.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,4385000.0,,,,2.0,,2.0,,,,
,casa en venta merida privada macora 86 modelo c1 2da etapa jun 2024,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,4790000.0,,,,5.0,,4.0,,,,
,casa en venta  merida privada unica living lote 8 enero 2024,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,6245000.0,,,,3.0,,3.0,,,,
,casa en venta merida modelo shammah diciembre 2023.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,4490000.0,,,,3.0,,3.0,,,,
