desarrollador,oferta,fuente,localidad,precio_min,precio_max,fecha_consulta,lat,lon,precio,mts_const,direccion,bathrooms,recamaras,colonia
,venta casa privada gaviones cholul merida,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0475765912,-89.5760393143,6900000.0,300.0,"Casa en Cholul, Mérida",5.0,4.0,cholul
,venta casa privada gaviones cholul merida,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0475765912,-89.5760393143,6900000.0,300.0,"Casa en Cholul, Mérida",5.0,4.0,cholul
,casas en venta en privada amidanah modelo e,easybroker,,,,2024-02-21 13:04:12.121546,,,5520000.0,227.61,"Casa en Temozon Norte, Mérida",4.0,3.0,
,bella casa en venta en benito a juarez norte,easybroker,,,,2024-02-21 13:04:12.121546,21.0232521,-89.61457,4800000.0,170.0,"Casa en Benito Juárez Nte, Mérida",3.0,4.0,benito juarez norte
,casa nueva en cholul con piscina e incredibles amenidades,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,4999000.0,229.88,"Casa en Cholul, Mérida",3.0,3.0,cholul
,venta amplia casa de 2 recamaras en chuburna de hidalgo merida,easybroker,chuburna de hidalgo,,,2024-02-21 13:04:12.121546,21.0033524655,-89.6262895072,2700000.0,236.0,"Casa en Chuburna de Hidalgo, Mérida",2.0,2.0,chuburna de hidalgo
,casa palmar en preventa en el centro de merida,easybroker,,,,2024-02-21 13:04:12.121546,20.9681469,-89.6298724,3900000.0,130.0,"Casa en Mérida Centro, Mérida",2.0,2.0,centro
,propiedad en esquina. col. maya,easybroker,maya,,,2024-02-21 13:04:12.121546,21.017202,-89.5768772,1850000.0,128.77,"Casa en Maya, Mérida",,,maya
,casa para remodelar centro,easybroker,,,,2024-02-21 13:04:12.121546,20.9681469,-89.6298724,2700000.0,85.0,"Casa en Mérida Centro, Mérida",,,centro
,casa modelo a con cochera alera privada residencial,easybroker,,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,3875000.0,234.0,"Casa en Dzityá, Mérida",3.0,3.0,dzitya
,casa en venta poligono 108 i oriente merida,easybroker,poligono 108,,,2024-02-21 13:04:12.121546,20.9881084,-89.5751097,2300000.0,160.0,"Casa en Polígono 108, Mérida",2.0,3.0,poligono 108
,casa en venta esquina  tipo th merida,easybroker,,,,2024-02-21 13:04:12.121546,21.0441317,-89.6216334,3500000.0,142.0,"Casa en Sodzil Norte, Mérida",2.0,2.0,sodzil norte
,exclusiva casa nueva en cholul,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,4271000.0,229.0,"Casa en Cholul, Mérida",4.0,3.0,cholul
,ultima exclusiva residencia entrega inmediata ubicadas en privada conkal yuc.,easybroker,,,,2024-02-21 13:04:12.121546,21.0424858,-89.5568382,4100000.0,229.03,"Casa en Cholul, Mérida",4.0,3.0,cholul
,casa en venta dentro de la ciudad casa cuatas,easybroker,,,,2024-02-21 13:04:12.121546,20.9844896,-89.6075053,8030000.0,149.59,"Casa en Jesús Carranza, Mérida",2.0,2.0,jesus carranza
,hermosa casa en venta en miguel aleman,easybroker,miguel aleman,,,2024-02-21 13:04:12.121546,,,4650000.0,368.0,"Casa en Miguel Alemán, Mérida",3.0,5.0,
,preventa de casas en gran san pedro cholul con piscina,easybroker,gran san pedro cholul,,,2024-02-21 13:04:12.121546,21.0246026,-89.5568382,3290000.0,149.0,"Casa en Gran San Pedro Cholul, Mérida",3.0,3.0,cholul
,casa en venta_ chichi suarez,easybroker,chichi suarez,,,2024-02-21 13:04:12.121546,,,2366600.0,117.66,"Casa en Chichi Suárez, Mérida",2.0,2.0,
,casa estilo art nouveau en el centro de merida,easybroker,,,,2024-02-21 13:04:12.121546,20.9681469,-89.6298724,4800000.0,142.0,"Casa en Mérida Centro, Mérida",2.0,3.0,centro
,residencia en venta en margaritas cholul merida,easybroker,cholul,,,2024-02-21 13:04:12.121546,,,4920000.0,297.0,"Casa en Las Margaritas de Cholul, Mérida",4.0,4.0,
,casa en venta en col. francisco de montejo,easybroker,francisco de montejo,,,2024-02-21 13:04:12.121546,21.0307721,-89.6463452,1800000.0,76.0,"Casa en Francisco de Montejo, Mérida",,2.0,francisco de montejo
,casa en venta esquina centro merida yuc.,easybroker,,,,2024-02-21 13:04:12.121546,20.9674107096,-89.629919529,4400000.0,120.0,"Casa en Mérida Centro, Mérida",3.0,2.0,centro
,casa equipada en temozon residencial soluna,easybroker,,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,5595000.0,277.0,"Casa en Temozon Norte, Mérida",4.0,3.0,x canatun
,casa en el barrio de san sebastian centro de merida,easybroker,,,,2024-02-21 13:04:12.121546,20.9681469,-89.6298724,1900000.0,,"Casa en Mérida Centro, Mérida",,2.0,centro
,casa en el centro a pocos. metros de la plancha,easybroker,,,,2024-02-21 13:04:12.121546,20.967370636,-89.6094183838,2200000.0,77.4,"Casa en Mérida Centro, Mérida",,2.0,chuminopolis
,country club privada cutzam 18,easybroker,,,,2024-02-21 13:04:12.121546,21.1205215,-89.6001108,17000000.0,420.0,"Casa en Yucatán Country Club, Mérida",3.0,3.0,
,casa en venta en cabo norte,easybroker,cabo norte,,,2024-02-21 13:04:12.121546,21.050780728,-89.5902871744,8500000.0,320.0,"Casa en Cabo Norte, Mérida",6.0,3.0,temozon norte
,casa sofia  temozon,easybroker,,,,2024-02-21 13:04:12.121546,21.0739285668,-89.583565537,7300000.0,338.0,"Casa en Temozon Norte, Mérida",3.0,3.0,
,casa en esquina en gran santa fe,easybroker,gran santa fe,,,2024-02-21 13:04:12.121546,,,4500000.0,159.31,"Casa en Gran Santa Fe, Mérida",3.0,3.0,
,casa habitacion dzitya,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,3528000.0,234.0,"Casa en Dzityá, Mérida",4.0,4.0,dzitya
,casa en venta una planta col. mexico norte merida yuc.,easybroker,mexico norte,,,2024-02-21 13:04:12.121546,21.0130476447,-89.610371664,6900000.0,350.0,"Casa en México Norte, Mérida",3.0,3.0,mexico norte
,casa en venta en merida de 1 planta.,easybroker,,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,5100000.0,316.14,"Casa en Dzityá, Mérida",4.0,3.0,dzitya
,casa en venta en paseo country yucatan,easybroker,yucatan,,,2024-02-21 13:04:12.121546,21.1205215,-89.6001108,7190000.0,273.0,"Casa en Yucatán Country Club, Mérida",5.0,4.0,
,casa 52 remodelada,easybroker,,,,2024-02-21 13:04:12.121546,20.9681469,-89.6298724,5500000.0,160.0,"Casa en Mérida Centro, Mérida",2.0,3.0,centro
,hermosa casa campestre en chichi suarez,easybroker,chichi suarez,,,2024-02-21 13:04:12.121546,21.0007586,-89.5568382,5990000.0,460.0,"Casa en Chichi Suárez, Mérida",3.0,3.0,chichi suarez
,casa en venta en las fincas en merida,easybroker,las fincas,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,8300000.0,284.0,"Casa en Temozon Norte, Mérida",3.0,3.0,x canatun
,townhouse equipado en venta dentro de periferico,easybroker,,,,2024-02-21 13:04:12.121546,21.0307114,-89.6181018,3750000.0,238.0,"Casa en Montes de Ame, Mérida",2.0,2.0,benito juarez norte
,casa en venta priv. parque central  entrega inmediata,easybroker,parque central,,,2024-02-21 13:04:12.121546,21.0331587,-89.5404648,6590000.0,259.0,"Casa en Parque Central, Mérida",5.0,4.0,sitpach
,casa de una planta en preventa en el centro de merida,easybroker,,,,2024-02-21 13:04:12.121546,20.9681469,-89.6298724,4400000.0,150.68,"Casa en Mérida Centro, Mérida",2.0,2.0,centro
,casa en venta en privada exclusiva de merida  casa nasara,easybroker,,,,2024-02-21 13:04:12.121546,21.0748095552,-89.5814120455,21500000.0,525.0,"Casa en Temozon Norte, Mérida",3.0,3.0,
,casa lujosa con elevador piscina y cava en venta  casa soluna,easybroker,,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,19500000.0,698.0,"Casa en Temozon Norte, Mérida",5.0,4.0,x canatun
,casa en venta en residencial dzidzilha en merida.,easybroker,,,,2024-02-21 13:04:12.121546,21.1587876,-89.6979175,8500000.0,314.0,"Casa en Dzidzilché, Mérida",4.0,3.0,
,casa de una planta en venta en dzitya,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,5800000.0,300.0,"Casa en Dzityá, Mérida",3.0,3.0,dzitya
,townhouses modernos en venta en cholul merida  sauces dieciseis,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0514215471,-89.5520067215,2490000.0,164.0,"Casa en Cholul, Mérida",2.0,2.0,cholul
,venta de casa en san gabriel tulipanes cholul yucatan,easybroker,san gabriel tulipanes,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,4700000.0,239.36,"Casa en Cholul, Mérida",3.0,3.0,cholul
,townhouses de 2 recamaras en venta en cholul  alanna,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.030753742,-89.5711909363,3050000.0,163.56,"Casa en Santa Rita Cholul, Mérida",2.0,2.0,cholul
,casa guaya en venta en la ermita en el centro de merida,easybroker,,,,2024-02-21 13:04:12.121546,20.9681469,-89.6298724,4600000.0,160.0,"Casa en Mérida Centro, Mérida",3.0,2.0,centro
,townhouse en venta en temozon norte merida con amenidades,easybroker,temozon norte,,,2024-02-21 13:04:12.121546,,,4500000.0,235.29,"Casa en Temozon Norte, Mérida",2.0,2.0,
,preventa de villa con 3 recamaras en temozon norte,easybroker,temozon norte,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,3890000.0,203.0,"Casa en Temozon Norte, Mérida",3.0,3.0,x canatun
,preventa casa modelo confort 3 rec.,easybroker,,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,3990000.0,200.0,"Casa en Dzityá, Mérida",3.0,3.0,dzitya
,casa para remodelacion en venta ubicada en montecristo,easybroker,montecristo,,,2024-02-21 13:04:12.121546,,,4100000.0,210.0,"Casa en Fraccionamiento Montecristo, Mérida",,2.0,
,venta townhouse privada syrah 2 recamaras 2 banos en temozon norte yucatan,easybroker,temozon norte,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,2900000.0,143.0,"Casa en Temozon Norte, Mérida",2.0,2.0,x canatun
,casas en preventa en merida privada albarella.,easybroker,,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,3560300.0,207.0,"Casa en Cholul, Mérida",3.0,3.0,cholul
,residencia en venta en colonia maya cerca de altabrisa,easybroker,altabrisa,,,2024-02-21 13:04:12.121546,20.9716143,-89.5979366,8500000.0,475.84,"Casa en Maya, Mérida",4.0,3.0,lazaro cardenas
,casa residencial en privada de lujo,easybroker,,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,21500000.0,525.0,"Casa en Temozon Norte, Mérida",3.0,3.0,x canatun
,oasis cholul  casas de 3 habi,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,2908000.0,195.0,"Casa en Cholul, Mérida",4.0,3.0,cholul
,venta de casa residencial de 3 recamaras zona norte de merida,easybroker,,,,2024-02-21 13:04:12.121546,,,4170000.0,196.14,"Casa en Cholul, Mérida",5.0,4.0,
,casas en venta en zona exclusiva de merida cholul norte de la ciudad.,easybroker,cholul,,,2024-02-21 13:04:12.121546,,,4860000.0,296.85,"Casa en Cholul, Mérida",3.0,3.0,
,town houses en privada tavira,easybroker,,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,2999000.0,116.5,"Casa en Temozon Norte, Mérida",2.0,2.0,x canatun
,casa equipada de una planta al norte de merida,easybroker,,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,6825000.0,336.0,"Casa en Dzityá, Mérida",4.0,3.0,dzitya
,en venta casa con terreno amplio en cholul.,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0424858,-89.5568382,1750000.0,36.0,"Casa en Cholul, Mérida",,,cholul
,gran preventa de townhouse en kimaseremos.,easybroker,,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,3180000.0,130.0,"Casa en Dzityá, Mérida",2.0,2.0,dzitya
,casa en chuminopolis,easybroker,chuminopolis,,,2024-02-21 13:04:12.121546,20.9750044766,-89.5966391087,2550000.0,205.0,"Casa en Chuminopolis, Mérida",4.0,4.0,nueva mayapan
,casa en preventa en el centro de merida,easybroker,,,,2024-02-21 13:04:12.121546,20.9681469,-89.6298724,6100000.0,147.0,"Casa en Mérida Centro, Mérida",2.0,2.0,centro
,casa en venta en monte alban 4 hb,easybroker,monte alban,,,2024-02-21 13:04:12.121546,21.0194954,-89.6010283,4390000.0,291.0,"Casa en Monte Alban, Mérida",4.0,4.0,mexico norte
,casa en venta en av. principal dentro de la cuida de merida.,easybroker,,,,2024-02-21 13:04:12.121546,21.0113353,-89.6169246,15500000.0,510.0,"Casa en Campestre, Mérida",5.0,5.0,campestre
,casa en venta en temozon norte merida con amenidades,easybroker,temozon norte,,,2024-02-21 13:04:12.121546,,,4590000.0,174.0,"Casa en Temozon Norte, Mérida",3.0,3.0,
,casa en merida mexico norte en venta,easybroker,mexico norte,,,2024-02-21 13:04:12.121546,21.0142891,-89.6051502,5980000.0,385.0,"Casa en México Norte, Mérida",5.0,5.0,mexico norte
,preventa de casa en paseo country merida,easybroker,,,,2024-02-21 13:04:12.121546,21.1205215,-89.6001108,7190000.0,273.0,"Casa en Yucatán Country Club, Mérida",4.0,4.0,
,casa en venta en merida privada kinish.,easybroker,,,,2024-02-21 13:04:12.121546,21.0424858,-89.5568382,5450000.0,263.21,"Casa en Cholul, Mérida",5.0,4.0,cholul
,casa en emana cholul modelo terraza,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,3690000.0,155.0,"Casa en Cholul, Mérida",2.0,2.0,cholul
,casa chooch contemporanea y espaciosa en cholul,easybroker,cholul,,,2024-02-21 13:04:12.121546,,,5980000.0,263.0,"Casa en Cholul, Mérida",2.0,2.0,
,casa en venta en yucatan country club,easybroker,yucatan country club,,,2024-02-21 13:04:12.121546,21.1189236,-89.6034044,9450000.0,313.22,"Casa en Yucatán Country Club, Mérida",3.0,3.0,
,casa en merida santa gertrudis copo modelo b,easybroker,santa gertrudis copo,,,2024-02-21 13:04:12.121546,21.0381057,-89.5933722,6050000.0,300.78,"Casa en Santa Gertrudis Copo, Mérida",3.0,3.0,santa gertrudis copo
,casa en emana cholul modelo jardin,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,4250000.0,180.0,"Casa en Cholul, Mérida",2.0,3.0,cholul
,casa en merida santa gertrudis copo modelo 98 12 meses,easybroker,santa gertrudis copo,,,2024-02-21 13:04:12.121546,21.0381057,-89.5933722,5850000.0,205.0,"Casa en Santa Gertrudis Copo, Mérida",2.0,2.0,santa gertrudis copo
,casa en esquina y avenida,easybroker,,,,2024-02-21 13:04:12.121546,20.9994644,-89.6404628,3100000.0,224.0,"Casa en Pensiones, Mérida",2.0,2.0,pensiones
,casa por la zona country merida abril 2024,easybroker,,,,2024-02-21 13:04:12.121546,21.1205215,-89.6001108,3930000.0,190.0,"Casa en Yucatán Country Club, Mérida",2.0,2.0,
,casa en venta yucatan country club,easybroker,yucatan country club,,,2024-02-21 13:04:12.121546,21.1200864,-89.5992616,9900000.0,,"Casa en Yucatán Country Club, Mérida",3.0,3.0,
,casa en merida temozon norte en venta,easybroker,temozon norte,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,7550000.0,314.05,"Casa en Temozon Norte, Mérida",3.0,3.0,x canatun
,casa en venta en yucatan country club,easybroker,yucatan country club,,,2024-02-21 13:04:12.121546,21.1205215,-89.6001108,22000000.0,366.0,"Casa en Yucatán Country Club, Mérida",6.0,4.0,
,casa  seis en temozon,easybroker,,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,5760000.0,265.93,"Casa en Temozon Norte, Mérida",4.0,3.0,x canatun
,casa en temozon len,easybroker,,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,7550000.0,316.09,"Casa en Temozon Norte, Mérida",5.0,3.0,x canatun
,casa fenix en cholul lote 5 y 6,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0424858,-89.5568382,5750000.0,324.0,"Casa en Cholul, Mérida",4.0,4.0,cholul
,casa en cholul modelo a,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0424858,-89.5568382,3545000.0,218.0,"Casa en Cholul, Mérida",3.0,3.0,cholul
,venta de casa carretera meridaprogreso modelo confort,easybroker,,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,3790000.0,200.0,"Casa en Temozon Norte, Mérida",3.0,3.0,x canatun
,casa modelo ventura,easybroker,,,,2024-02-21 13:04:12.121546,20.9230826689,-89.6102427217,1134000.0,71.38,"Casa en Villa Magna del Sur, Mérida",,2.0,del sur
,casa modelo pacifico,easybroker,,,,2024-02-21 13:04:12.121546,20.9196858,-89.6145174,1252450.0,77.0,"Casa en Villa Magna del Sur, Mérida",2.0,2.0,villa magna del sur
,casa en dzitya,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,6200000.0,257.0,"Casa en Dzityá, Mérida",4.0,4.0,dzitya
,venta de casa en privada residencial en dzibilchaltun,easybroker,dzibilchaltun,,,2024-02-21 13:04:12.121546,21.1074024564,-89.5941923927,10490000.0,427.28,"Casa en Dzibilchaltún, Mérida",4.0,3.0,
,venta de casa en cholul lote 39,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,4700000.0,239.36,"Casa en Cholul, Mérida",4.0,3.0,cholul
,venta de casa en tixcuytum lote 134,easybroker,,,,2024-02-21 13:04:12.121546,21.0661111,-89.5700001,4400000.0,300.0,"Casa en Tixcuytún, Mérida",4.0,3.0,
,casa en centro historico de merida,easybroker,,,,2024-02-21 13:04:12.121546,20.9681469,-89.6298724,21000000.0,525.0,"Casa en Mérida Centro, Mérida",4.0,4.0,centro
,casa koque en cholul,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0424858,-89.5568382,4390000.0,225.0,"Casa en Cholul, Mérida",4.0,4.0,cholul
,townhouse en merida temozon en venta marzo 2024,easybroker,,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,4395000.0,229.32,"Casa en Temozon Norte, Mérida",3.0,3.0,x canatun
,casa yoli en cholul,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0424858,-89.5568382,4799000.0,229.58,"Casa en Cholul, Mérida",4.0,3.0,cholul
,casa en real montejo,easybroker,real montejo,,,2024-02-21 13:04:12.121546,21.0382682,-89.6686901,3500000.0,292.11,"Casa en Real Montejo, Mérida",4.0,3.0,dzitya
,casa en venta en nortemerida,easybroker,,,,2024-02-21 13:04:12.121546,21.1030877,-89.6613591,11990000.0,560.0,"Casa en Komchen, Mérida",4.0,4.0,komchen
,casa en cholul 4 recamaras,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0424858,-89.5568382,5849000.0,279.0,"Casa en Cholul, Mérida",5.0,4.0,cholul
,privada residencial en santa gertrudis copo modelo b1,easybroker,santa gertrudis copo,,,2024-02-21 13:04:12.121546,21.0381057,-89.5933722,7700000.0,256.35,"Casa en Santa Gertrudis Copo, Mérida",4.0,3.0,santa gertrudis copo
,privada residencial en santa gertrudis copo modelo a1,easybroker,santa gertrudis copo,,,2024-02-21 13:04:12.121546,21.0381057,-89.5933722,8150000.0,275.73,"Casa en Santa Gertrudis Copo, Mérida",5.0,4.0,santa gertrudis copo
,venta de casa en colonia maya,easybroker,maya,,,2024-02-21 13:04:12.121546,21.017202,-89.5768772,5000000.0,227.57,"Casa en Maya, Mérida",3.0,4.0,maya
,privada residencial en santa gertrudis copo modelo b3,easybroker,santa gertrudis copo,,,2024-02-21 13:04:12.121546,21.0381057,-89.5933722,7825000.0,291.54,"Casa en Santa Gertrudis Copo, Mérida",4.0,3.0,santa gertrudis copo
,casa tipo townhouse en cholul,easybroker,cholul,,,2024-02-21 13:04:12.121546,,,2490000.0,164.3,"Casa en Cholul, Mérida",2.0,2.0,
,venta de casa en santa gertrudis copo modelo b,easybroker,santa gertrudis copo,,,2024-02-21 13:04:12.121546,21.0381057,-89.5933722,6050000.0,272.09,"Casa en Santa Gertrudis Copo, Mérida",5.0,4.0,santa gertrudis copo
,venta de casa en konchen,easybroker,,,,2024-02-21 13:04:12.121546,21.0857013447,-89.6407986346,7560000.0,248.0,"Casa en Komchen, Mérida",3.0,2.0,las americas ii
,privada en cholul modelo b,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0424858,-89.5568382,5018000.0,295.0,"Casa en Cholul, Mérida",5.0,5.0,cholul
,townhouse en xcanatun,easybroker,xcanatun,,,2024-02-21 13:04:12.121546,21.077403,-89.6307013,3780000.0,190.93,"Casa en Xcanatún, Mérida",2.0,2.0,x canatun
,venta de casa en montecristo,easybroker,montecristo,,,2024-02-21 13:04:12.121546,21.015357,-89.5987182,4500000.0,210.0,"Casa en Fraccionamiento Montecristo, Mérida",3.0,2.0,montecristo
,casa en merida dzitya en venta abril 2024,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,3350000.0,256.4,"Casa en Dzityá, Mérida",3.0,3.0,dzitya
,casa en chuburna yucatan.,easybroker,yucatan,,,2024-02-21 13:04:12.121546,21.01198,-89.6342372,2550000.0,210.18,"Casa en Chuburna de Hidalgo, Mérida",2.0,3.0,chuburna de hidalgo
,casa en merida dzitya en venta julio 2024,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,3850000.0,220.0,"Casa en Dzityá, Mérida",3.0,3.0,dzitya
,casa en merida dzitya en venta,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,5300000.0,319.71,"Casa en Dzityá, Mérida",3.0,3.0,dzitya
,casa en venta en privada solana alba plus en tixcacal merida,easybroker,tixcacal,,,2024-02-21 13:04:12.121546,20.9518735,-89.6898473,3729100.0,173.3,"Casa en Tixcacal Opichen, Mérida",3.0,3.0,tixcacal opichen
,townhouses en venta en merida dzitya de 3 recamaras.,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,3279000.0,150.0,"Casa en Dzityá, Mérida",2.0,3.0,dzitya
,casa en venta conalto,easybroker,,,,2024-02-21 13:04:12.121546,21.0195225,-89.6128039,11400000.0,325.0,"Casa en Villas La Hacienda, Mérida",5.0,4.0,villas la hacienda
,venta de casa en montecristo merida amueblada de 3 habitaciones,easybroker,montecristo,,,2024-02-21 13:04:12.121546,,,5199000.0,263.25,"Casa en Fraccionamiento Montecristo, Mérida",4.0,3.0,
,casas en venta en ibiza temozon norte modelo ibiza frances,easybroker,temozon norte,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,4650000.0,234.0,"Casa en Temozon Norte, Mérida",3.0,3.0,x canatun
,venta de casa en fracc. los pinos,easybroker,los pinos,,,2024-02-21 13:04:12.121546,21.0023054,-89.579234,2250000.0,250.0,"Casa en Los Pinos, Mérida",2.0,3.0,los pinos
,townhouse ubicado en villa kaliza dzitya 2 plantas,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,3150000.0,193.42,"Casa en Dzityá, Mérida",4.0,4.0,dzitya
,casa en venta  en varena 4 dos plantas,easybroker,,,,2024-02-21 13:04:12.121546,21.0424858,-89.5568382,6025000.0,303.2,"Casa en Cholul, Mérida",5.0,4.0,cholul
,venta de town house de 2 y 3 habitaciones cholul merida,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,2490000.0,164.0,"Casa en Cholul, Mérida",2.0,2.0,cholul
,casa en venta en fraccionamiento dzitya 8,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,3600000.0,230.0,"Casa en Dzityá, Mérida",3.0,3.0,dzitya
